#DATE DE CLASSEMENT;DATE DE PUBLICATION DE L'ETABLISSEMENT;TYPOLOGIE ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION;NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;TÉLÉPHONE;COURRIEL;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITES D'HABITATION;NOMBRE DE LOGEMENTS
07/06/2013;07/06/2013;CAMPING;3 étoiles;Tourisme;-;CAMPING DES NATIONS;route nationale 7;38550;CLONAS-SUR-VARÈZE;474849513;contact@campingdesnations.com;www.campingdesnations.com;-;-;-;40;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Loisirs;-;CAMPING DES EYDOCHES;515 avenue des marais;38260;FARAMANS;06.25.50.38.02;camping.des.eydoches@orange.fr;-;-;-;-;62;-;-
07/06/2013;07/06/2013;CAMPING;4 étoiles;Tourisme;-;CAMPING DU CHÂTEAU DE LA ROLANDIÈRE;Château de La Rolandière;37220;TROGUES;247585371;contact@larolandiere.com;http://www.larolandiere.com;-;-;-;30;-;-
07/06/2013;07/06/2013;CAMPING;1 étoile;Tourisme;-;CAMPING LE BONHOMME;Mulles 43450519400010;36400;NÉRET;0254-314611;info@camping-lebonhomme.com;www.camping-lebonhomme.com;-;-;-;25;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING MUNICIPAL LES TAUPEAUX;37 ROUTE DE REUILLY;36100;ISSOUDUN;254031346;tourisme@issoudun.fr;www.issoudun.fr;-;-;-;49;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING LES LANDES DE COJOUX;Lieu-dit Les Landes de Cojoux;35550;SAINT-JUST;02.99.72.69.64;mairie-saintjust-accueil@orange.fr;-;-;-;-;22;-;-
07/06/2013;07/06/2013;CAMPING;4 étoiles;Tourisme;-;CAMPING LES ROMARINS;6 ROUTE DU GRAU;34300;AGDE;467941859;cpntact@romarins.com;http://www.romarins.com;-;-;-;120;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Tourisme;-;LES SALADELLES;Avenue Grassion Cibrand;34280;CARNON;467682371;camping.saladelles@paysdelor.fr;http://www.paysdelor.fr/Accueil/;-;-;-;364;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Tourisme;-;LES CIGALES;Allée des Pins;34280;LA GRANDE-MOTTE;467565085;camping.cigales@paysdelor.fr;http://www.paysdelor.fr/;-;-;-;148;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Loisirs;-;CAMPING DU VIEUX MOULIN;15 route du moulin;33590;VENSAC;664641312;campingduvieuxmoulin@vensac-medoc.com;http://www.campingduvieuxmoulin.fr/;-;-;-;218;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING DU FIGARET;route de lasalle;30170;SAINT-HYPPOLYTE-DU-FORT;466772634;camping-figaret@wanadoo.fr;www.camping-figaret.com;-;-;-;48;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING DU CHERCHEUR D'OR;615 chemin de libac;30350;CARDET;466838244;lacombe@caming-chercheur-dor.fr;http://www.camping-chercheur-dor.fr/;-;-;-;150;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING D'YS;kervel creis;29550;PLONEVEZ-PORZAY;298925297;campingvilledys@wanadoo.fr;http://campingdys.free.fr/;-;-;-;50;-;-
07/06/2013;07/06/2013;CAMPING;1 étoile;Tourisme;-;CAMPING DE PENN-ENEZ;551 dunes de Penn-Enez;29870;LANDÉDA;298049982;camping-pennenez@orange.fr;http://www.camping-penn-enez.com;-;-;-;100;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING LA PIBOURE;Saint-Pierre et Viarard;26470;LA MOTTE-CHALANCON;475272284;campinglapiboure@wanadoo.fr;www.camping-lapiboure.com;-;-;-;105;-;-
07/06/2013;07/06/2013;CAMPING;4 étoiles;Tourisme;-;CAMPING LES BASTETS;quartier les bastets;26740;MARSANNE;475903503;contact@campinglesbastets.com;www.campinglesbastets.com;-;-;-;50;-;-
07/06/2013;07/06/2013;CAMPING;4 étoiles;Tourisme;-;CAMPING LES TERRASSES PROVENÇALES;ROUTE DE ROUSSET - NOVEZAN;26110;VENTEROL;475279236;lesterrassesprovencales@gmail.com;http://www.lesterrassesprovencales.com;-;-;-;70;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Tourisme;-;FERME LA PÉNÉTIE;la pénétie;24510;PAUNAT;630424624;ferme-la-penetie@orange.fr;camping-charme-perigord.com;-;-;-;27;-;-
07/06/2013;07/06/2013;CAMPING;3 étoiles;Tourisme;-;LE BIVOUAC DE JONAS;1 route de goule;18210;BESSAIS-LE-FROMENTAL;248608266;gregory.bignet@villagedegoule.com;http://www.village-de-goule.com/;-;-;-;58;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING PHARE OUEST;7 IMPASSE DES BEAUPINS;17650;SAINT-DENIS-D'OLÉRON;546479000;campingphareouest@orange.fr;http://www.campingphareouest.com;-;-;-;300;-;-
07/06/2013;07/06/2013;CAMPING;3 étoiles;Tourisme;-;LE RELAIS DE LA MOTTE AUBERT;La Motte Aubert;17700;SAINT-SATURNIN-DU-BOIS;546518822;jean-louis.vacher@motteaubert.com;http://www.motteaubert.com;-;-;-;6;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING DE LA RIVIÈRE;LA RAMBAUDIE;16150;EXIDEUIL;661484767;christophe.derveaux@gmail.com;http://www.charente-camping.com;-;-;-;25;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING DES BORDS DE VIRE;ROUTE DE TESSY;14380;PONT-FARCY;231683206;mairiedepontfarcy@orange.fr;http://www.pont-farcy.fr/;-;-;-;60;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING DU STADE;Route de Beaumont;14130;PONT-L'ÉVÊQUE;231641503;campingdustade@free.fr;www.campingdustade.fr;-;-;-;60;-;-
07/06/2013;07/06/2013;CAMPING;3 étoiles;Tourisme;-;CAMPING MUNICIPAL DE LAYOULE;RUE DE LA CHAPELLE ;12000;RODEZ;565670952;camping.municipal@mairie-rodez.fr;http://www.ville-rodez.fr/;-;-;-;88;-;-
07/06/2013;07/06/2013;CAMPING;3 étoiles;Tourisme;-;CAMPING DU MONT OLYMPE;174 rue des Paquis;8000;CHARLEVILLE-MÉZIÈRES;324332360;camping-charlevillemezieres@wanadoo.fr;http://www.charleville-mezieres.fr/;-;-;-;120;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Tourisme;-;LES GORGES DU CHASSEZAC;Champ d'Eynes;7140;MALARCE-SUR-LA-THINES;475394512;campinggorgeschassezac@wanadoo.fr;www.campinggorgeschassezac.com;-;-;-;80;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING MUNICIPAL DU LAC;route nationale 94;5310;LA ROCHE-DE-RAME;492209031;mairie.rochederame@orange.fr;http://www.campingdulac05.fr/;-;-;-;81;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING DE MONTÉGLIN;26 avenue de montéglin;5300;LARAGNE-MONTÉGLIN;492485691;campingdemonteglin@orange.fr;http://www.camping-monteglin.com;-;-;-;70;-;-
07/06/2013;07/06/2013;CAMPING;1 étoile;Tourisme;-;CAMPING LA CHASSAGNE;La Chassagne;3420;RONNET;470510807;info@lachassagne.net;www.lachassagne.eu;-;-;-;40;-;-
07/06/2013;07/06/2013;CAMPING;2 étoiles;Loisirs;-;CAMPING - GÎTES LE LARGE;Lieu-dit Le Large;1330;VILLARS-LES-DOMBES;474981566;campinglelarge@orange.fr;http://www.camping-le-large.com/;-;-;-;66;-;-
07/06/2013;07/06/2013;CAMPING;3 étoiles;Loisirs;-;CAMPING DE TRÉVOUX;Rue Robert Baltié;1600;TRÉVOUX;474084483;contact@kanopee-village.com;http://www.kanopee-village.com;-;-;-;213;-;-
05/06/2013;05/06/2013;CAMPING;1 étoile;Tourisme;-;CAMPING L'ÉTANG DU PETIT BOIS;route des Aix;18250;HENRICHEMONT;02.48.26.70.04;mairiehenrichemont@orange.fr;www.henrichemont.fr;-;-;-;38;-;-
05/06/2013;05/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING MUNICIPAL LE PONGET;PONGET;82140;SAINT-ANTONIN-NOBLE-VAL;563682113;camping.leponget@orange.fr;http://www.saint-antonin-noble-val.com/;-;-;-;43;-;-
05/06/2013;05/06/2013;CAMPING;3 étoiles;Tourisme;-;CAMPING MUNICIPAL PORT SAINTE-MARIE;ROUTE DE NOYEN;72270;MALICORNE-SUR-SARTHE;243948014;camping.malicorne@wanadoo.fr;http://www.ville-malicorne.fr;-;-;-;67;-;-
05/06/2013;05/06/2013;CAMPING;2 étoiles;Loisirs;-;CAMPING MUNICIPAL LES AJONCS;CD 940 ;62164;AUDRESSELLES;03.21.32.97.40;les-ajoncs@orange.fr;www.les-ajoncs.fr;-;-;-;204;-;-
05/06/2013;05/06/2013;CAMPING;4 étoiles;Tourisme;-;CAMPING LES PINS LE CONGO;route de Céret;66480;MAUREILLAS-LAS-ILLAS - 66480;06.20.51.21.27;lespinslecongo@hotmail.fr;http://www.camping-lespinslecongo.com/;-;-;-;69;-;-
05/06/2013;05/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING DE L'ARMANCON;RN 77;89600;SAINT-FLORENTIN;386350813;ot.saint-florentin@wanadoo.fr;http://www.saintflo.fr/;-;-;-;73;-;-
05/06/2013;05/06/2013;CAMPING;1 étoile;Loisirs;-;CAMPING DES FORGES;HAMEAU DES FORGES;76170;SAINT-ANTOINE-LA-FORÊT;607440308;mondeamical@hotmail.fr;-;-;-;-;45;-;-
05/06/2013;05/06/2013;CAMPING;1 étoile;Tourisme;-;CAMPING DE LABEYRIE;route d'eauze;32150;LARÉE;562095183;camping.labeyrie@wanadoo.fr;http://www.camping-labeyrie.com;-;-;-;17;-;-
05/06/2013;05/06/2013;CAMPING;2 étoiles;Loisirs;-;ÉTANG MER ET SOLEIL;lieu dit Terrou d'embarrer;66570;SAINT-NAZAIRE;468806009;imbertjean@sfr.fr;-;-;-;-;119;-;-
05/06/2013;05/06/2013;CAMPING;2 étoiles;Loisirs;-;CAMPING LA GANTESSE;LA GANTESSE;83640;SAINT-ZACHARIE;442729138;campinglagantesse@orange.fr;http://campinglagantesse.e-monsite.com/;-;-;-;38;-;-
05/06/2013;05/06/2013;CAMPING;3 étoiles;Tourisme;-;CAMPING LA SIESTE;Véreilhes;34260;LA TOUR-SUR-ORB;467237296;camping.sieste@orange.fr;http://pagesperso-orange.fr/camping.sieste;-;-;-;73;-;-
03/06/2013;03/06/2013;CAMPING;2 étoiles;Tourisme;-;DOMAINE DES FORGES;plan d'eau masseret;19510;LAMONGERIE;555734042;info.camping@domaine-des-forges.fr;http://www.domaine-des-forges.fr/;-;-;-;80;-;-
03/06/2013;03/06/2013;CAMPING;2 étoiles;Loisirs;-;CAMPING VAUBAN ;Boulevard Vauban;59380;BERGUES;628776694;annie.blary@orange.fr;campingvauban.free.fr;-;-;-;76;-;-
03/06/2013;03/06/2013;CAMPING;1 étoile;Tourisme;-;CAMPING RENDEZ-VOUS MOTO;Route de Joncels;34650;LUNAS;467234912;info@camping-rendezvous-moto.com;www.camping-rendezvous-moto.com;-;-;-;36;-;-
03/06/2013;03/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING MUNICIPAL DE PORT NEUF;BOULEVARD ARISTIDE RONDEAU;17000;LA ROCHELLE;546438120;camping.port-neuf@ville-larochelle.fr;http://www.ville-larochelle.fr/;-;-;-;181;-;-
03/06/2013;03/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING MUNICIPAL DE LA PONTIÈRE;route de charpal;48170;LAUBERT;466459572;mairielaubert@orange.fr;-;-;-;-;33;-;-
03/06/2013;03/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING MOULIN DU ROI;route de sorèze;31250;REVEL;561833247;camping-moulin-du-roy@mairie-revel.fr;http://www.mairie-revel.fr/;-;-;-;50;-;-
03/06/2013;03/06/2013;CAMPING;3 étoiles;Tourisme;-;CAMPING LES TOURELLES;quartier Sainte Marthe;5200;EMBRUN;492431531;michel.verney@wanadoo.fr;www.camping-alpes-les-tourelles.com/;-;-;-;110;-;-
03/06/2013;03/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING LES PEUPLIERS;Chemin du stade;73310;CHINDRIEUX;698822036;campingpeupliers73@gmail.com;http://camping-lespeupliers.info;-;-;-;61;-;-
03/06/2013;03/06/2013;CAMPING;1 étoile;Loisirs;-;CAMPING LES GORGES DE CAPOU;-;30940;SAINT-ANDRÉ-DE-VALBORGNE;466839613;gorgesdecapou@voila.fr;www.campinglesgorgesdecapou.com;-;-;-;66;-;-
03/06/2013;03/06/2013;CAMPING;3 étoiles;Tourisme;-;CAMPING LES CHARMILLES;Le Clapas;7170;DARBRES;475885627;info@campinglescharmilles.fr;http://www.campinglescharmilles.fr/;-;-;-;90;-;-
03/06/2013;03/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING LE PONT DU LEZ;110 CHEMIN DU CAMPING;26790;SUZE-LA-ROUSSE;475988283;camping-lepontdulez@wanadoo.fr;www.campinglepontdulez.com;-;-;-;35;-;-
03/06/2013;03/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING LE BANDIER;LE BANDIER;63840;SAUVESSANGES;473959429;sauvessanges.mairie@wanadoo.fr;http://www.sauvessanges.fr/;-;-;-;22;-;-
03/06/2013;03/06/2013;CAMPING;3 étoiles;Tourisme;-;CAMPING LA GARENNE;Montée de la Garenne;7800;SAINT-LAURENT-DU-PAPE;475622462;info@campinglagarenne-ardeche.fr;www.campinglagarenne-ardeche.fr;-;-;-;120;-;-
03/06/2013;03/06/2013;CAMPING;3 étoiles;Tourisme;-;CAMPING DES CAPUCINES;RUE DE LA CÔTE FLEURIE;14860;RANVILLE;231786982;campingdescapucines.14@orange.fr;-;-;-;-;212;-;-
03/06/2013;03/06/2013;CAMPING;3 étoiles;Tourisme;-;CAMPING DE LA PRAIRIE;ROUTE DE VICDESSOS;9400;CAPOULET-ET-JUNAC;561058181;info@campingdelaprairie.com;www.campingdelaprairie.com;-;-;-;75;-;-
03/06/2013;03/06/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING DE LA MER;Rue Karreg An Ty Primel-Trégastel;29630;PLOUGASNOU;298723706;camping-plougasnou@orange.fr;http://campingprimel.jimdo.com;-;-;-;63;-;-
31/05/2013;31/05/2013;CAMPING;2 étoiles;Loisirs;-;CAMPING MUNICIPAL PIERRE LE SAULT;chemin des grèves;77167;BAGNEAUX-SUR-LOING;01.64.29.24.44;camping.bagneaux-sur-loing@orange.fr;http://www.camping-bagneaux-sur-loing.fr/;-;-;-;160;-;-
31/05/2013;31/05/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING MUNICIPAL L'ORÉE DU BOIS;2 allée des sports;64370;ARTHEZ-DE-BÉARN;559677656;mairie.arthez@orange.fr;www.camping-arthez.com;-;-;-;43;-;-
31/05/2013;31/05/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING DU LAC;L'Espérance;85700;POUZAUGES;251913755;campingpouzauges@orange.fr;www.campingpouzauges.com;-;-;-;54;-;-
31/05/2013;31/05/2013;CAMPING;2 étoiles;Loisirs;-;CAMPING LA SAPINIÈRE;59 ROUTE DU COL D'AMIC;68500;WUENHEIM;09.65.57.37.69.03.;campeursmulhouse@orange.fr;-;-;-;-;106;-;-
31/05/2013;31/05/2013;CAMPING;2 étoiles;Tourisme;-;CAMPING DE TERRENEUVE ;Lieu-dit Terreneuve;79360;MARIGNY;05.49.26.05.22;ccplainedecourance@wanadoo.fr;http://www.cc-plainedecourance.fr/;-;-;-;17;-;-
31/05/2013;31/05/2013;CAMPING;2 étoiles;Loisirs;-;LE CORTSAVI;Route de Batère;66150;CORSAVY;468878924;info@camping-cortsavi.com;camping-cortsavi.com;-;-;-;50;-;-
31/05/2013;31/05/2013;CAMPING;1 étoile;Tourisme;-;CAMPING LE BOSQUET;ROUTE DE SUZETTE;84340;MALAUCÈNE;490652909;camping.lebosquet@wanadoo.fr;http://www.provence.guideweb.com/camping/bosquet/;-;-;-;92;-;-
31/05/2013;31/05/2013;CAMPING;3 étoiles;Tourisme;-;ROYAL CAMPING;le camp long;83530;AGAY;494820020;contact@royalcamping.net;www.royalcamping.net;-;-;-;45;-;-
31/05/2013;31/05/2013;CAMPING;2 étoiles;Loisirs;-;CAMPING MUNICIPAL LE PORT;Le Port;80340;BRAY-SUR-SOMME;322761232;secretariat@ville-braysursomme.fr;http://www.ville-braysursomme.fr/;-;-;-;58;-;-
31/05/2013;31/05/2013;CAMPING;2 étoiles;Loisirs;-;CAMPING LES CHAUMES;86 chemin de la rive;85160;SAINT-JEAN-DE-MONTS;251588511;camping.leschaumes@orange.fr;http://campingleschaumes.com;-;-;-;75;-;-
31/05/2013;31/05/2013;CAMPING;4 étoiles;Loisirs;-;AU PARADIS DES CAMPEURS;La Gaillarde-plage;83380;LES ISSAMBRES;494969355;paradisdescampeurs@jmail.com;paradis-des-campeurs.com;-;-;-;175;-;-
31/05/2013;31/05/2013;CAMPING;3 étoiles;Loisirs;-;CAMPING LA COLETTERIE;rue de Tivoli;44360;SAINT-ÉTIENNE-DE-MONTLUC;240869744;aucun@courriel.fr;http://www.st-etienne-montluc.net/;-;-;-;54;-;-
